NodeID,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Timestamp
r6,-0.997437,0.059204,0.12793,2.746582,0.549316,0.427246,2026-04-20T14:58:39.704137+00:00
r6,-0.996826,0.057983,0.128418,2.868652,0.549316,0.366211,2026-04-20T14:58:39.734091+00:00
r6,-0.996826,0.060181,0.128174,2.746582,0.610352,0.427246,2026-04-20T14:58:39.763479+00:00
r6,-0.997559,0.058472,0.128418,2.746582,0.610352,0.305176,2026-04-20T14:58:39.793493+00:00
r6,-0.99646,0.058838,0.126587,2.807617,0.610352,0.427246,2026-04-20T14:58:39.822076+00:00
r6,-0.998657,0.057007,0.128296,2.746582,0.671387,0.427246,2026-04-20T14:58:39.851079+00:00
r6,-0.995605,0.059326,0.128052,2.807617,0.549316,0.305176,2026-04-20T14:58:39.881113+00:00
r6,-0.996948,0.058228,0.126953,2.807617,0.610352,0.427246,2026-04-20T14:58:39.911085+00:00
r6,-0.996826,0.057373,0.127441,2.746582,0.610352,0.305176,2026-04-20T14:58:39.941095+00:00
r6,-0.995972,0.056152,0.128052,2.929688,0.549316,0.427246,2026-04-20T14:58:39.970515+00:00
r6,-0.997803,0.057617,0.128662,2.746582,0.427246,0.366211,2026-04-20T14:58:40.000512+00:00
r6,-0.996094,0.05835,0.12793,2.868652,0.610352,0.427246,2026-04-20T14:58:40.030118+00:00
r6,-0.99707,0.057617,0.127197,2.807617,0.671387,0.305176,2026-04-20T14:58:40.060099+00:00
r6,-0.997192,0.057739,0.129028,2.868652,0.549316,0.427246,2026-04-20T14:58:40.090092+00:00
r6,-0.996338,0.058228,0.12854,2.746582,0.366211,0.244141,2026-04-20T14:58:40.120115+00:00
r6,-0.997192,0.057007,0.128784,2.929688,0.488281,0.488281,2026-04-20T14:58:40.150147+00:00
r6,-0.995483,0.056519,0.128418,2.868652,0.732422,0.366211,2026-04-20T14:58:40.180114+00:00
r6,-0.996582,0.059326,0.129272,2.746582,0.488281,0.366211,2026-04-20T14:58:40.208112+00:00
r6,-0.99646,0.057861,0.128296,2.685547,0.671387,0.244141,2026-04-20T14:58:40.237118+00:00
r6,-0.997192,0.057617,0.128784,2.868652,0.488281,0.305176,2026-04-20T14:58:40.267119+00:00
r6,-0.997314,0.058594,0.128174,2.807617,0.549316,0.427246,2026-04-20T14:58:40.297118+00:00
r6,-0.99707,0.058716,0.127319,2.807617,0.671387,0.366211,2026-04-20T14:58:40.324532+00:00
r6,-0.997681,0.057251,0.129028,2.868652,0.610352,0.427246,2026-04-20T14:58:40.353560+00:00
r6,-0.996826,0.05835,0.127563,2.990723,0.549316,0.305176,2026-04-20T14:58:40.383536+00:00
r6,-0.997192,0.058105,0.127197,2.685547,0.488281,0.488281,2026-04-20T14:58:40.413120+00:00
r6,-0.997803,0.057739,0.127441,2.868652,0.671387,0.427246,2026-04-20T14:58:40.443189+00:00
r6,-0.995972,0.057617,0.129639,2.929688,0.549316,0.427246,2026-04-20T14:58:40.473135+00:00
r6,-0.998291,0.059204,0.128174,2.868652,0.549316,0.366211,2026-04-20T14:58:40.503138+00:00
r6,-0.996582,0.058716,0.128174,2.868652,0.549316,0.366211,2026-04-20T14:58:40.532563+00:00
r6,-0.997192,0.058228,0.126709,2.746582,0.610352,0.366211,2026-04-20T14:58:40.562166+00:00
r6,-0.997559,0.057739,0.12793,2.868652,0.610352,0.305176,2026-04-20T14:58:40.591560+00:00
r6,-0.996094,0.057007,0.127075,2.685547,0.488281,0.244141,2026-04-20T14:58:40.621142+00:00
r6,-0.997192,0.058105,0.126953,2.868652,0.488281,0.366211,2026-04-20T14:58:40.650569+00:00
r6,-0.99707,0.058838,0.128174,2.807617,0.549316,0.305176,2026-04-20T14:58:40.679564+00:00
r6,-0.997681,0.057983,0.128296,2.807617,0.671387,0.305176,2026-04-20T14:58:40.707577+00:00
r6,-0.996582,0.057739,0.12793,2.807617,0.488281,0.366211,2026-04-20T14:58:40.736577+00:00
r6,-0.99646,0.058716,0.12854,2.807617,0.488281,0.549316,2026-04-20T14:58:40.765572+00:00
r6,-0.996826,0.057007,0.128662,2.746582,0.610352,0.244141,2026-04-20T14:58:40.795206+00:00
r6,-0.997314,0.057739,0.12854,2.868652,0.610352,0.366211,2026-04-20T14:58:40.823609+00:00
r6,-0.997559,0.057861,0.128296,2.746582,0.488281,0.244141,2026-04-20T14:58:40.852588+00:00
r6,-0.99646,0.058594,0.127808,2.807617,0.671387,0.305176,2026-04-20T14:58:40.882249+00:00
r6,-0.996582,0.057861,0.128052,2.929688,0.549316,0.244141,2026-04-20T14:58:40.911194+00:00
r6,-0.996948,0.058716,0.129395,2.746582,0.427246,0.305176,2026-04-20T14:58:40.940595+00:00
r6,-0.998291,0.059937,0.128296,2.868652,0.488281,0.366211,2026-04-20T14:58:40.970173+00:00
r6,-0.997314,0.057373,0.127441,2.563477,0.488281,0.183105,2026-04-20T14:58:40.999594+00:00
r6,-0.99707,0.058838,0.127686,2.746582,0.488281,0.244141,2026-04-20T14:58:41.029601+00:00
r6,-0.99707,0.058838,0.128174,2.624512,0.549316,0.305176,2026-04-20T14:58:41.059200+00:00
r6,-0.996948,0.056885,0.127808,2.502441,0.549316,0.305176,2026-04-20T14:58:41.088689+00:00
r6,-0.996216,0.057617,0.12793,2.746582,0.427246,0.244141,2026-04-20T14:58:41.117297+00:00
r6,-0.996826,0.059326,0.127197,2.685547,0.671387,0.183105,2026-04-20T14:58:41.147611+00:00
r6,-0.99707,0.057739,0.128906,2.685547,0.549316,0.12207,2026-04-20T14:58:41.177602+00:00
r6,-0.996826,0.057861,0.129272,2.746582,0.488281,0.366211,2026-04-20T14:58:41.207616+00:00
r6,-0.996338,0.058838,0.128418,2.807617,0.488281,0.427246,2026-04-20T14:58:41.237204+00:00
r6,-0.996948,0.056763,0.127441,2.868652,0.610352,0.244141,2026-04-20T14:58:41.265615+00:00
r6,-0.996704,0.057495,0.127808,2.807617,0.488281,0.549316,2026-04-20T14:58:41.293200+00:00
r6,-0.995728,0.05835,0.12854,2.868652,0.488281,0.427246,2026-04-20T14:58:41.322633+00:00
r6,-0.997559,0.05896,0.127319,2.807617,0.305176,0.244141,2026-04-20T14:58:41.351691+00:00
r6,-0.99646,0.057495,0.128418,2.807617,0.549316,0.244141,2026-04-20T14:58:41.380639+00:00
r6,-0.996704,0.056274,0.127563,2.685547,0.488281,0.366211,2026-04-20T14:58:41.409634+00:00
r6,-0.996704,0.059204,0.127686,2.685547,0.549316,0.427246,2026-04-20T14:58:41.439239+00:00
r6,-0.99646,0.057739,0.127686,2.746582,0.610352,0.366211,2026-04-20T14:58:41.468225+00:00
r6,-0.996704,0.058472,0.128174,2.746582,0.366211,0.366211,2026-04-20T14:58:41.497648+00:00
r6,-0.997192,0.058838,0.129028,2.807617,0.427246,0.427246,2026-04-20T14:58:41.527248+00:00
r6,-0.996094,0.058472,0.128662,2.746582,0.427246,0.366211,2026-04-20T14:58:41.556723+00:00
r6,-0.996338,0.058716,0.128662,2.929688,0.610352,0.427246,2026-04-20T14:58:41.585647+00:00
r6,-0.995972,0.059937,0.128662,2.624512,0.610352,0.366211,2026-04-20T14:58:41.615651+00:00
r6,-0.997192,0.058105,0.128052,2.624512,0.549316,0.366211,2026-04-20T14:58:41.645657+00:00
r6,-0.995605,0.058105,0.127319,2.990723,0.488281,0.183105,2026-04-20T14:58:41.675667+00:00
r6,-0.997437,0.057739,0.127808,2.868652,0.549316,0.427246,2026-04-20T14:58:41.705669+00:00
r6,-0.997681,0.057373,0.127808,2.929688,0.488281,0.305176,2026-04-20T14:58:41.735250+00:00
r6,-0.996948,0.056641,0.128296,2.807617,0.427246,0.427246,2026-04-20T14:58:41.764241+00:00
r6,-0.996704,0.057983,0.127686,2.746582,0.549316,0.427246,2026-04-20T14:58:41.793243+00:00
r6,-0.997314,0.05835,0.126953,2.685547,0.610352,0.244141,2026-04-20T14:58:41.822717+00:00
r6,-0.996948,0.057373,0.127686,2.868652,0.488281,0.305176,2026-04-20T14:58:41.852312+00:00
r6,-0.996948,0.058228,0.125977,2.868652,0.671387,0.366211,2026-04-20T14:58:41.881265+00:00
r6,-0.996582,0.058716,0.12793,2.685547,0.488281,0.305176,2026-04-20T14:58:41.910738+00:00
r6,-0.997681,0.057617,0.127441,2.807617,0.488281,0.427246,2026-04-20T14:58:41.940277+00:00
r6,-0.996094,0.056519,0.12793,2.746582,0.549316,0.244141,2026-04-20T14:58:41.969696+00:00
r6,-0.996948,0.05835,0.127686,2.685547,0.610352,0.488281,2026-04-20T14:58:41.999299+00:00
r6,-0.996338,0.057739,0.127441,2.868652,0.549316,0.366211,2026-04-20T14:58:42.029300+00:00
r6,-0.99707,0.058105,0.126953,2.746582,0.671387,0.427246,2026-04-20T14:58:42.059283+00:00
r6,-0.996704,0.059448,0.128052,2.868652,0.488281,0.305176,2026-04-20T14:58:42.089287+00:00
r6,-0.996948,0.057861,0.127808,2.685547,0.549316,0.305176,2026-04-20T14:58:42.119294+00:00
r6,-0.996338,0.058594,0.128418,2.746582,0.488281,0.427246,2026-04-20T14:58:42.149341+00:00
r6,-0.99707,0.05896,0.129639,2.685547,0.549316,0.244141,2026-04-20T14:58:42.178708+00:00
r6,-0.997681,0.056885,0.128662,2.868652,0.610352,0.305176,2026-04-20T14:58:42.208707+00:00
r6,-0.996582,0.057495,0.127808,2.685547,0.732422,0.366211,2026-04-20T14:58:42.237298+00:00
r6,-0.996826,0.059692,0.128052,2.746582,0.549316,0.488281,2026-04-20T14:58:42.267298+00:00
r6,-0.996948,0.058716,0.126221,2.807617,0.610352,0.244141,2026-04-20T14:58:42.297304+00:00
r6,-0.996704,0.05835,0.127686,2.624512,0.549316,0.305176,2026-04-20T14:58:42.326308+00:00
r6,-0.996338,0.058472,0.127319,2.868652,0.549316,0.427246,2026-04-20T14:58:42.355718+00:00
r6,-0.997681,0.057007,0.127441,2.929688,0.488281,0.366211,2026-04-20T14:58:42.385310+00:00
r6,-0.99707,0.057739,0.127808,2.807617,0.549316,0.244141,2026-04-20T14:58:42.413734+00:00
r6,-0.996216,0.058228,0.126587,2.807617,0.549316,0.305176,2026-04-20T14:58:42.443320+00:00
r6,-0.996948,0.058838,0.127563,2.685547,0.427246,0.366211,2026-04-20T14:58:42.473319+00:00
r6,-0.996948,0.057007,0.127563,2.685547,0.671387,0.305176,2026-04-20T14:58:42.503313+00:00
r6,-0.99707,0.059448,0.127197,2.807617,0.671387,0.366211,2026-04-20T14:58:42.532315+00:00
r6,-0.996826,0.059082,0.127197,2.746582,0.610352,0.427246,2026-04-20T14:58:42.562328+00:00
r6,-0.997192,0.057251,0.126831,2.685547,0.427246,0.244141,2026-04-20T14:58:42.592380+00:00
r6,-0.997192,0.057739,0.127319,2.868652,0.549316,0.427246,2026-04-20T14:58:42.621745+00:00
r6,-0.997192,0.058105,0.127197,2.746582,0.488281,0.183105,2026-04-20T14:58:42.651324+00:00
r6,-0.996948,0.057739,0.127075,2.807617,0.549316,0.427246,2026-04-20T14:58:42.681338+00:00
r6,-0.995728,0.058594,0.127441,2.746582,0.488281,0.488281,2026-04-20T14:58:42.711370+00:00
r6,-0.997192,0.057495,0.12854,2.807617,0.732422,0.366211,2026-04-20T14:58:42.741339+00:00
r6,-0.996582,0.058838,0.127319,2.929688,0.549316,0.427246,2026-04-20T14:58:42.769348+00:00
r6,-0.997437,0.058228,0.128784,2.624512,0.610352,0.305176,2026-04-20T14:58:42.799356+00:00
r6,-0.996826,0.058472,0.127563,2.807617,0.488281,0.244141,2026-04-20T14:58:42.828775+00:00
r6,-0.996338,0.058105,0.127808,2.685547,0.610352,0.488281,2026-04-20T14:58:42.857351+00:00
r6,-0.997803,0.056152,0.128296,2.807617,0.610352,0.427246,2026-04-20T14:58:42.887355+00:00
r6,-0.996216,0.057617,0.127686,2.807617,0.549316,0.366211,2026-04-20T14:58:42.916372+00:00
r6,-0.996704,0.058228,0.127075,2.807617,0.671387,0.305176,2026-04-20T14:58:42.945779+00:00
r6,-0.996582,0.057129,0.127075,2.746582,0.549316,0.427246,2026-04-20T14:58:42.975348+00:00
r6,-0.996826,0.057739,0.126831,2.929688,0.610352,0.366211,2026-04-20T14:58:43.004781+00:00
r6,-0.99707,0.058228,0.126953,2.868652,0.549316,0.366211,2026-04-20T14:58:43.033785+00:00
r6,-0.996826,0.058228,0.128174,2.746582,0.549316,0.366211,2026-04-20T14:58:43.062814+00:00
r6,-0.996338,0.058838,0.128296,2.685547,0.427246,0.183105,2026-04-20T14:58:43.091776+00:00
r6,-0.995483,0.058594,0.128052,2.807617,0.793457,0.305176,2026-04-20T14:58:43.120791+00:00
r6,-0.996338,0.059082,0.12854,2.746582,0.488281,0.366211,2026-04-20T14:58:43.149804+00:00
r6,-0.99646,0.05835,0.129883,2.929688,0.549316,0.366211,2026-04-20T14:58:43.178377+00:00
r6,-0.996216,0.058105,0.128052,2.685547,0.549316,0.244141,2026-04-20T14:58:43.207382+00:00
r6,-0.997192,0.057617,0.128174,2.563477,0.488281,0.244141,2026-04-20T14:58:43.236813+00:00
r6,-0.99646,0.055786,0.128784,2.746582,0.549316,0.366211,2026-04-20T14:58:43.266383+00:00
r6,-0.997192,0.057983,0.127563,2.868652,0.488281,0.366211,2026-04-20T14:58:43.296373+00:00
r6,-0.996582,0.057861,0.128174,2.990723,0.427246,0.366211,2026-04-20T14:58:43.324830+00:00
r6,-0.99646,0.057861,0.128784,2.624512,0.610352,0.183105,2026-04-20T14:58:43.352819+00:00
r6,-0.997925,0.057373,0.128906,2.746582,0.488281,0.305176,2026-04-20T14:58:43.381823+00:00
r6,-0.99646,0.059937,0.129639,2.807617,0.488281,0.427246,2026-04-20T14:58:43.410398+00:00
r6,-0.997192,0.056763,0.128906,2.929688,0.610352,0.427246,2026-04-20T14:58:43.438825+00:00
r6,-0.997192,0.057739,0.127441,2.807617,0.610352,0.244141,2026-04-20T14:58:43.467417+00:00
r6,-0.997192,0.057861,0.128784,2.685547,0.549316,0.244141,2026-04-20T14:58:43.496866+00:00
r6,-0.997314,0.058716,0.128296,2.807617,0.610352,0.305176,2026-04-20T14:58:43.526410+00:00
r6,-0.995117,0.056274,0.106567,2.746582,0.488281,0.366211,2026-04-20T14:58:43.556408+00:00
r6,-1.016968,0.035522,0.119019,2.01416,0.610352,2.01416,2026-04-20T14:58:43.586435+00:00
r6,-1.04834,0.027466,0.154297,1.89209,1.77002,0.915527,2026-04-20T14:58:43.615836+00:00
r6,-1.017212,0.005981,0.138794,-2.441406,2.197266,1.342773,2026-04-20T14:58:43.644417+00:00
r6,-0.907837,-0.013428,0.06189,-4.272461,1.647949,0.976562,2026-04-20T14:58:43.672425+00:00
r6,-1.107056,0.060791,0.225464,-4.211426,-1.403809,3.112793,2026-04-20T14:58:43.703473+00:00
r6,-0.972656,0.087158,0.075928,-1.831055,7.751465,5.249023,2026-04-20T14:58:43.731963+00:00
r6,-0.915283,0.083374,0.068237,-7.141113,2.502441,0.793457,2026-04-20T14:58:43.761916+00:00
r6,-1.022217,0.046265,0.106323,-1.708984,1.098633,-0.610352,2026-04-20T14:58:43.792444+00:00
r6,-1.002441,0.011963,0.159546,0.183105,5.737305,1.953125,2026-04-20T14:58:43.822446+00:00
r6,-0.936157,0.003418,0.051514,-7.8125,4.211426,1.77002,2026-04-20T14:58:43.850880+00:00
r6,-1.026245,0.00647,0.165894,-2.807617,1.159668,-0.854492,2026-04-20T14:58:43.880501+00:00
r6,-1.06604,0.024048,0.157104,-3.112793,4.943848,1.586914,2026-04-20T14:58:43.909455+00:00
r6,-0.895752,0.023682,0.027222,-5.92041,9.887695,6.286621,2026-04-20T14:58:43.939455+00:00
r6,-1.028198,0.067871,0.206055,-8.605957,3.78418,3.845215,2026-04-20T14:58:43.969895+00:00
r6,-0.99939,0.042969,0.096802,-8.789063,6.591797,4.150391,2026-04-20T14:58:44.000449+00:00
r6,-0.94397,0.006348,0.07019,-9.643555,7.324219,3.479004,2026-04-20T14:58:44.029472+00:00
r6,-0.964478,0.037231,0.13916,-9.338379,2.868652,1.342773,2026-04-20T14:58:44.059873+00:00
r6,-1.07019,0.00769,0.194458,-8.972168,3.479004,4.150391,2026-04-20T14:58:44.090473+00:00
r6,-0.980347,0.053101,0.113892,-9.216309,9.58252,4.394531,2026-04-20T14:58:44.120943+00:00
r6,-0.946777,0.018433,0.132324,-8.422852,9.643555,4.394531,2026-04-20T14:58:44.151499+00:00
r6,-1.002075,0.011719,0.097412,-11.047363,9.70459,3.173828,2026-04-20T14:58:44.181921+00:00
r6,-1.001465,0.040405,0.182861,-13.183594,5.493164,4.211426,2026-04-20T14:58:44.212516+00:00
r6,-0.962036,0.059937,0.190308,-15.319824,7.93457,3.112793,2026-04-20T14:58:44.242487+00:00
r6,-1.009399,0.04248,0.172363,-15.197754,7.141113,3.417969,2026-04-20T14:58:44.272515+00:00
r6,-1.014282,0.056274,0.189209,-14.221191,9.033203,3.845215,2026-04-20T14:58:44.302490+00:00
r6,-0.978638,0.053589,0.148926,-14.221191,5.92041,4.821777,2026-04-20T14:58:44.333100+00:00
r6,-1.010742,0.074097,0.200317,-12.390137,9.094238,6.835937,2026-04-20T14:58:44.362494+00:00
r6,-1.016479,0.013672,0.163086,-11.657715,8.605957,5.981445,2026-04-20T14:58:44.392363+00:00
r6,-0.970581,0.000977,0.168823,-11.169434,10.498047,7.202148,2026-04-20T14:58:44.422960+00:00
r6,-1.019531,0.081421,0.270996,-15.319824,7.8125,7.385254,2026-04-20T14:58:44.452503+00:00
r6,-0.99353,0.023437,0.127563,-16.357422,9.277344,7.507324,2026-04-20T14:58:44.481918+00:00
r6,-1.001709,-0.001709,0.202026,-16.479492,10.009766,6.347656,2026-04-20T14:58:44.512916+00:00
r6,-0.931519,0.039063,0.18811,-17.39502,10.925293,4.577637,2026-04-20T14:58:44.543515+00:00
r6,-1.003784,0.060791,0.243164,-15.991211,10.070801,5.92041,2026-04-20T14:58:44.573955+00:00
r6,-1.020386,0.027466,0.287964,-17.51709,11.230469,6.164551,2026-04-20T14:58:44.604507+00:00
r6,-0.943359,0.029541,0.170776,-18.615723,10.986328,5.615234,2026-04-20T14:58:44.634523+00:00
r6,-0.988403,0.00708,0.251465,-17.883301,12.695313,6.286621,2026-04-20T14:58:44.664522+00:00
r6,-1.032471,0.025513,0.285522,-19.53125,12.878418,5.859375,2026-04-20T14:58:44.694973+00:00
r6,-0.925903,0.022339,0.165405,-19.348145,13.244629,4.638672,2026-04-20T14:58:44.725532+00:00
r6,-0.961426,0.011719,0.184692,-18.127441,12.390137,7.019043,2026-04-20T14:58:44.755951+00:00
r6,-0.979858,0.035645,0.179321,-19.897461,13.793945,9.033203,2026-04-20T14:58:44.786533+00:00
r6,-0.949585,0.02124,0.187256,-19.042969,15.258789,6.530762,2026-04-20T14:58:44.816948+00:00
r6,-0.940552,0.036255,0.271606,-17.028809,15.197754,8.056641,2026-04-20T14:58:44.846524+00:00
r6,-1.052124,0.062378,0.29895,-19.287109,9.094238,7.751465,2026-04-20T14:58:44.876011+00:00
r6,-0.941284,-0.00415,0.192505,-17.028809,17.51709,7.446289,2026-04-20T14:58:44.903965+00:00
r6,-0.924805,0.015015,0.393188,-15.625,12.512207,10.498047,2026-04-20T14:58:44.932985+00:00
r6,-0.946533,0.007202,0.286377,-23.742676,14.709473,7.385254,2026-04-20T14:58:44.961966+00:00
r6,-1.036743,0.016968,0.316406,-18.676758,16.479492,8.178711,2026-04-20T14:58:44.990986+00:00
r6,-0.971191,0.070068,0.373169,-19.775391,13.366699,8.666992,2026-04-20T14:58:45.021547+00:00
r6,-0.91272,0.093506,0.328003,-20.446777,17.39502,7.69043,2026-04-20T14:58:45.051996+00:00
r6,-0.967163,0.020386,0.340576,-19.470215,15.197754,8.544922,2026-04-20T14:58:45.082553+00:00
r6,-0.920654,0.036377,0.214478,-17.700195,18.005371,7.751465,2026-04-20T14:58:45.112961+00:00
r6,-0.873413,0.049072,0.381226,-18.127441,12.817383,7.263184,2026-04-20T14:58:45.142599+00:00
r6,-0.957764,0.007813,0.351807,-17.944336,13.977051,7.873535,2026-04-20T14:58:45.173061+00:00
r6,-0.883789,-0.016235,0.291748,-12.939453,19.470215,9.216309,2026-04-20T14:58:45.203563+00:00
r6,-0.939575,0.015991,0.352905,-16.662598,12.329102,9.338379,2026-04-20T14:58:45.233987+00:00
r6,-1.033813,0.098511,0.364746,-18.249512,14.526367,6.958008,2026-04-20T14:58:45.264019+00:00
r6,-0.988159,0.087524,0.444214,-14.526367,15.014648,6.652832,2026-04-20T14:58:45.294599+00:00
r6,-0.868286,0.047363,0.252441,-13.244629,17.150879,7.93457,2026-04-20T14:58:45.324576+00:00
r6,-0.987061,0.051147,0.321777,-11.535645,13.916016,8.972168,2026-04-20T14:58:45.352606+00:00
r6,-0.937134,-0.011108,0.430664,-17.456055,14.648438,6.530762,2026-04-20T14:58:45.383599+00:00
r6,-0.916626,0.058838,0.350098,-19.775391,12.634277,8.483887,2026-04-20T14:58:45.411997+00:00
r6,-0.842773,0.009155,0.341309,-14.282227,15.380859,9.033203,2026-04-20T14:58:45.442047+00:00
r6,-0.831421,0.033936,0.369385,-11.169434,18.920898,8.117676,2026-04-20T14:58:45.472592+00:00
r6,-0.901611,0.063232,0.432495,-16.723633,15.808105,7.69043,2026-04-20T14:58:45.500598+00:00
r6,-1.00415,0.008667,0.47644,-15.563965,13.916016,7.507324,2026-04-20T14:58:45.529596+00:00
r6,-0.804199,-0.056152,0.463257,-15.808105,14.587402,9.155273,2026-04-20T14:58:45.560624+00:00
r6,-0.792603,-0.001221,0.390259,-19.40918,15.74707,9.155273,2026-04-20T14:58:45.590602+00:00
r6,-0.905273,0.079712,0.373901,-18.554687,12.207031,9.155273,2026-04-20T14:58:45.620622+00:00
r6,-0.902588,0.051636,0.525146,-16.479492,15.380859,6.958008,2026-04-20T14:58:45.650021+00:00
r6,-0.85083,-0.01001,0.436157,-10.253906,12.817383,7.324219,2026-04-20T14:58:45.680027+00:00
r6,-0.895996,0.016602,0.518066,-20.996094,10.803223,6.896973,2026-04-20T14:58:45.710037+00:00
r6,-0.834961,0.000488,0.619263,-11.59668,18.676758,11.535645,2026-04-20T14:58:45.738616+00:00
r6,-0.798462,0.074951,0.324707,-16.601562,16.967773,7.995605,2026-04-20T14:58:45.768630+00:00
r6,-0.939697,0.104614,0.509033,-11.901855,12.207031,8.544922,2026-04-20T14:58:45.799035+00:00
r6,-0.797607,0.073486,0.439209,-11.108398,10.375977,7.019043,2026-04-20T14:58:45.828614+00:00
r6,-0.81604,-0.016479,0.582031,-6.469727,9.94873,7.080078,2026-04-20T14:58:45.859054+00:00
r6,-0.895508,0.060425,0.481323,-9.887695,12.023926,7.751465,2026-04-20T14:58:45.889056+00:00
r6,-0.814209,0.032959,0.509155,-9.643555,9.94873,6.713867,2026-04-20T14:58:45.919639+00:00
r6,-0.870361,0.055908,0.491943,-9.94873,7.629395,6.469727,2026-04-20T14:58:45.949644+00:00
r6,-0.918945,0.075928,0.654663,-5.554199,15.014648,5.065918,2026-04-20T14:58:45.980063+00:00
r6,-0.854614,0.030151,0.415649,-11.291504,9.94873,6.286621,2026-04-20T14:58:46.010672+00:00
r6,-0.845459,0.039795,0.505981,-9.643555,7.751465,7.019043,2026-04-20T14:58:46.039639+00:00
r6,-0.847046,0.088013,0.603516,-8.972168,7.019043,6.652832,2026-04-20T14:58:46.069075+00:00
r6,-0.882812,0.032959,0.607422,-4.272461,5.981445,5.493164,2026-04-20T14:58:46.099654+00:00
r6,-0.792114,0.062378,0.539307,-6.591797,6.774902,5.737305,2026-04-20T14:58:46.130060+00:00
r6,-0.817139,0.056396,0.562256,-8.789063,6.896973,5.92041,2026-04-20T14:58:46.160711+00:00
r6,-0.82605,0.031616,0.538818,-7.507324,9.277344,5.004883,2026-04-20T14:58:46.191085+00:00
r6,-0.859863,0.109253,0.571899,-7.263184,5.981445,5.004883,2026-04-20T14:58:46.221688+00:00
r6,-0.870728,0.00354,0.629272,-3.662109,7.019043,5.615234,2026-04-20T14:58:46.250668+00:00
r6,-0.855103,0.043945,0.554932,-9.70459,6.04248,4.211426,2026-04-20T14:58:46.281077+00:00
r6,-0.86377,0.08313,0.630127,-5.065918,8.117676,5.126953,2026-04-20T14:58:46.311724+00:00
r6,-0.834839,0.008057,0.539429,-1.953125,4.272461,4.577637,2026-04-20T14:58:46.342085+00:00
r6,-0.822144,0.042847,0.540283,-6.408691,6.347656,4.394531,2026-04-20T14:58:46.372109+00:00
r6,-0.806152,0.078491,0.547119,-7.751465,6.591797,3.601074,2026-04-20T14:58:46.400683+00:00
r6,-0.874268,0.124146,0.634399,-5.79834,4.821777,4.699707,2026-04-20T14:58:46.431092+00:00
r6,-0.821655,0.052246,0.511353,-1.831055,4.821777,2.868652,2026-04-20T14:58:46.461693+00:00
r6,-0.816528,0.08606,0.623657,-5.004883,1.525879,4.211426,2026-04-20T14:58:46.492099+00:00
r6,-0.812866,0.076904,0.55835,1.281738,6.652832,2.929688,2026-04-20T14:58:46.522125+00:00
r6,-0.802246,0.019409,0.593628,-4.760742,7.629395,1.89209,2026-04-20T14:58:46.551697+00:00
r6,-0.828613,0.092285,0.614746,-1.586914,7.324219,2.197266,2026-04-20T14:58:46.581141+00:00
r6,-0.800171,0.026855,0.598633,-1.708984,4.516602,1.586914,2026-04-20T14:58:46.611700+00:00
r6,-0.815308,0.074463,0.558105,-2.258301,5.126953,1.831055,2026-04-20T14:58:46.641728+00:00
r6,-0.802124,0.114746,0.562622,-2.746582,4.089355,1.220703,2026-04-20T14:58:46.671842+00:00
r6,-0.809692,0.064209,0.627197,0.183105,4.272461,-0.915527,2026-04-20T14:58:46.702720+00:00
r6,-0.804443,-0.019165,0.556641,-1.953125,7.8125,0.183105,2026-04-20T14:58:46.733713+00:00
r6,-0.820557,0.081421,0.595581,-3.479004,4.455566,1.098633,2026-04-20T14:58:46.764139+00:00
r6,-0.801025,0.062134,0.53894,-4.272461,1.831055,2.319336,2026-04-20T14:58:46.794706+00:00
r6,-0.835815,0.072632,0.683838,-0.671387,9.216309,-1.708984,2026-04-20T14:58:46.825726+00:00
r6,-0.801025,0.064575,0.584229,3.051758,1.953125,-0.12207,2026-04-20T14:58:46.853740+00:00
r6,-0.813599,0.075806,0.627319,1.342773,2.685547,-0.549316,2026-04-20T14:58:46.883765+00:00
r6,-0.778442,0.031006,0.588867,0.488281,1.831055,0.610352,2026-04-20T14:58:46.912151+00:00
r6,-0.795288,0.096436,0.519165,1.037598,4.333496,-0.427246,2026-04-20T14:58:46.942735+00:00
r6,-0.761963,0.046631,0.590454,3.845215,-1.220703,-0.671387,2026-04-20T14:58:46.973155+00:00
r6,-0.807251,0.054565,0.525391,1.464844,1.159668,-0.732422,2026-04-20T14:58:47.002724+00:00
r6,-0.80542,0.023437,0.627808,3.417969,0.427246,-1.220703,2026-04-20T14:58:47.032721+00:00
r6,-0.810303,0.029297,0.62854,3.90625,0.427246,-1.098633,2026-04-20T14:58:47.063178+00:00
r6,-0.80896,0.045776,0.597046,3.417969,0.0,-0.732422,2026-04-20T14:58:47.092771+00:00
r6,-0.797974,0.044678,0.558838,2.685547,1.037598,-0.854492,2026-04-20T14:58:47.122919+00:00
r6,-0.806641,0.054687,0.575439,2.563477,0.488281,-0.610352,2026-04-20T14:58:47.151773+00:00
r6,-0.804687,0.044678,0.602417,3.051758,0.671387,-0.793457,2026-04-20T14:58:47.182167+00:00
r6,-0.806152,0.047363,0.59436,3.234863,0.366211,-0.732422,2026-04-20T14:58:47.212157+00:00
r6,-0.80188,0.059448,0.573608,2.624512,0.854492,-0.610352,2026-04-20T14:58:47.242753+00:00
